iter,case,relation,is_new_relation,classification_source,head_type,tail_type,definition
iter0,case1_name_only,apolloCrewMember,True,inferred_from_base_schema,HistoricalFigure,SpaceMission,indicates that a historical figure was a crew member of a space mission
iter0,case1_name_only,architect,False,inferred_from_base_schema,ArchitecturalStructure,Architect,indicates that an architectural structure is designed by a professional architect
iter0,case1_name_only,are,True,inferred_from_base_schema,Thing,Thing,indicates that a group of entities share a common identity or classification
iter0,case1_name_only,area,False,inferred_from_base_schema,Country,Area,represents the relationship where a countrys geographical extent is quantified
iter0,case1_name_only,areaCode,True,inferred_from_base_schema,Place,AreaCode,represents the relationship where a place is uniquely identified by a numeric area code
iter0,case1_name_only,assembledBy,True,inferred_from_base_schema,Automobile,AutomotiveCompany,indicates that an automobile is manufactured by an automotive company
iter0,case1_name_only,assembledIn,True,inferred_from_base_schema,Automobile,City,represents the relationship where a vehicle is produced within a city
iter0,case1_name_only,assemblyLineLocation,True,inferred_from_base_schema,Vehicle,City,indicates that a vehicle was produced on an assembly line located within a city
iter0,case1_name_only,assemblyLocation,False,inferred_from_base_schema,Automobile,City,represents the relationship where a vehicle is produced in a city
iter0,case1_name_only,associatedBand,True,inferred_from_base_schema,Musician,Band,indicates that a musician is associated with a musical group
iter0,case1_name_only,associatedWith,False,inferred_from_base_schema,Musician,Musician,indicates that a musician collaborates with another artist in musical projects
iter0,case1_name_only,attendedSchool,False,inferred_from_base_schema,Individual,School,indicates that an individual studied at a specific educational institution
iter0,case1_name_only,author,True,inferred_from_base_schema,Book,Author,indicates that a book is authored by an individual
iter0,case1_name_only,award,True,inferred_from_base_schema,HistoricalFigure,MilitaryAward,indicates that a historical figure received a specific military award
iter0,case1_name_only,awardedBy,False,inferred_from_base_schema,HistoricalFigure,MilitaryBranch,indicates that a historical figure received a military award from a branch of the armed forces
iter0,case1_name_only,awardedTechnicalCampusStatusTo,True,inferred_from_base_schema,GovernmentAgency,EducationalInstitution,represents the relationship where a government agency grants a technical campus status to an educational institution
iter0,case1_name_only,awardingBody,True,inferred_from_base_schema,Individual,MilitaryBranch,indicates that an individual is awarded by a specific military branch
iter0,case1_name_only,band,True,inferred_from_base_schema,Musician,Band,indicates that a musician is part of a band
iter0,case1_name_only,becameProfessional,True,inferred_from_base_schema,Individual,Profession,indicates that an individual transitioned into a professional role
iter0,case1_name_only,beganMusicalCareer,True,inferred_from_base_schema,Musician,Year,represents the relationship where a musician starts their professional music career
iter0,case1_name_only,birthDate,True,inferred_from_base_schema,MilitaryPerson,Date,indicates that a military person was born on a specific date
iter0,case1_name_only,birthPlace,False,inferred_from_base_schema,MilitaryPerson,City,indicates that a military person is born in a specific city
iter0,case1_name_only,birthYear,True,inferred_from_base_schema,HistoricalFigure,Year,indicates that a historical figure was born in a specific year
iter0,case1_name_only,bodyStyle,False,inferred_from_base_schema,Automobile,BodyStyle,represents the relationship where an automobile has a specific body style
iter0,case1_name_only,borderingCounty,True,inferred_from_base_schema,County,County,indicates that a county shares borders with other counties
iter0,case1_name_only,bornIn,False,inferred_from_base_schema,Individual,City,indicates that an individual is born in a specific city
iter0,case1_name_only,bornOn,True,inferred_from_base_schema,Athlete,BirthDate,indicates that an athlete was born on a specific date
iter0,case1_name_only,bornWithin,True,inferred_from_base_schema,Individual,Monarchy,indicates that an individual was born within a monarchy
iter0,case1_name_only,born_on,True,inferred_from_base_schema,Astronaut,BirthDate,indicates that an astronaut was born on a specific date
iter0,case1_name_only,broadcastedBy,False,inferred_from_base_schema,TVShow,BroadcastingCompany,indicates that a TV show is broadcast by a specific broadcasting company
iter0,case1_name_only,broughtUpBy,True,inferred_from_base_schema,MediaCompany,AnimatedCharacter,represents the relationship where a media company is associated with a specific animated character
iter0,case1_name_only,buildStartDate,True,inferred_from_base_schema,EducationalBuilding,TemporalValue,indicates that a building was constructed on a specific date
iter0,case1_name_only,builder,True,inferred_from_base_schema,Locomotive,Company,represents the relationship where a locomotive is produced by a manufacturing company
iter0,case1_name_only,built,True,inferred_from_base_schema,HistoricalStructure,Year,indicates that a historical structure was constructed in a specific year
iter0,case1_name_only,builtBy,True,inferred_from_base_schema,EducationalBuilding,Architect,represents the relationship where an educational building is designed by an architect
iter0,case1_name_only,builtIn,True,inferred_from_base_schema,HistoricalStructure,TimePeriod,indicates that a historical structure is constructed in a specific year
iter0,case1_name_only,builtOn,True,inferred_from_base_schema,EducationalBuilding,ConstructionDate,indicates that an educational building was constructed on a specific date
iter0,case1_name_only,campusLocation,True,inferred_from_base_schema,University,Road,indicates that a university is situated on a specific road within its campus
iter0,case1_name_only,campus_location,True,inferred_from_base_schema,EducationalInstitution,Address,indicates that an educational institution has a specific campus location
iter0,case1_name_only,canBeVaryWith,True,inferred_from_base_schema,Dessert,DairyProduct,indicates that a dessert can be prepared with a dairy product
iter0,case1_name_only,category,True,inferred_from_base_schema,,,
iter0,case1_name_only,ceremonialCounty,False,inferred_from_base_schema,Town,CeremonialCounty,represents the relationship where a town is part of a ceremonial county
iter0,case1_name_only,championOf,True,inferred_from_base_schema,SportsTeam,League,represents the relationship where a sports team is the champion of a league
iter0,case1_name_only,champions,True,inferred_from_base_schema,SportsTeam,League,indicates that a sports team is the champion of a league
iter0,case1_name_only,championship,True,inferred_from_base_schema,SportsClub,League,indicates that a sports club has won a specific league championship
iter0,case1_name_only,character,True,inferred_from_base_schema,Actor,TelevisionSeries,indicates that an actor portrays a character in a television series
iter0,case1_name_only,citizens,True,inferred_from_base_schema,Nation,Population,represents the relationship where a nation comprises a specific demographic group
iter0,case1_name_only,citizenship,False,inferred_from_base_schema,Citizen,Thing,indicates that a citizen holds citizenship in a country
iter0,case1_name_only,city,False,inferred_from_base_schema,EducationalInstitution,City,indicates that an educational institution is located in a specific city
iter0,case1_name_only,cityManager,True,inferred_from_base_schema,City,Position,indicates that a city is led by a specific leadership role
iter0,case1_name_only,coach,True,inferred_from_base_schema,Team,Coach,represents the relationship where a coach leads a sports team
iter0,case1_name_only,completedOn,False,inferred_from_base_schema,ArchitecturalStructure,CompletionDate,indicates that an architectural structure is finished on a specific completion date
iter0,case1_name_only,completionDate,False,inferred_from_base_schema,Structure,Year,indicates that a building was completed on a specific year
iter0,case1_name_only,constructedBy,True,inferred_from_base_schema,Structure,Architect,represents the relationship where a structure is designed by an architect
iter0,case1_name_only,constructionEnd,True,inferred_from_base_schema,EducationalBuilding,Date,indicates that an educational building was completed on a specific date
iter0,case1_name_only,constructionPeriod,True,inferred_from_base_schema,Structure,Period,indicates that a structure was built within a specific time frame
iter0,case1_name_only,constructionStart,True,inferred_from_base_schema,Facility,Temporal,indicates that a facilitys construction began on a specific date
iter0,case1_name_only,constructionStartDate,False,inferred_from_base_schema,EducationalBuilding,ConstructionStartDate,indicates that an educational building has a specific start date for construction
iter0,case1_name_only,contains,False,inferred_from_base_schema,Dessert,DriedFruit,indicates that a dessert includes dried fruit as an ingredient
iter0,case1_name_only,containsAdministrativeTerritory,True,inferred_from_base_schema,AdministrativeTerritory,AdministrativeTerritory,Indicates that an administrative territory contains another administrative territory.
iter0,case1_name_only,containsIngredient,True,inferred_from_base_schema,Dish,Nutrition,"indicates that a dish includes granola, shredded coconut, and raisins as nutritional ingredients"
iter0,case1_name_only,containsSettlement,False,inferred_from_base_schema,AdministrativeTerritory,Settlement,Indicates that an administrative territory contains a settlement such as a city or town.
iter0,case1_name_only,containsTeam,True,inferred_from_base_schema,League,SportsTeam,represents the relationship where a league includes multiple sports teams
iter0,case1_name_only,corporateForm,True,inferred_from_base_schema,Company,LegalForm,represents the relationship where a company has a specific legal form
iter0,case1_name_only,cosparId,False,inferred_from_base_schema,SpaceMission,CosparId,represents the relationship where a space mission is uniquely identified by a COSPAR ID
iter0,case1_name_only,country,False,inferred_from_base_schema,EducationalInstitution,Country,indicates that an educational institution is located in a specific country
iter0,case1_name_only,countryOfBirth,True,inferred_from_base_schema,HistoricalFigure,Country,represents the relationship where a historical figure is born in a specific country
iter0,case1_name_only,countryOfCitizenship,True,inferred_from_base_schema,Politician,Nation,indicates that a politician holds citizenship in a sovereign state
iter0,case1_name_only,countryOfOrigin,True,inferred_from_base_schema,Musician,Country,indicates that a musician originates from a specific country
iter0,case1_name_only,countryOrigin,True,inferred_from_base_schema,Sweet,Nation,indicates that a sweet dessert originates from a specific nation
iter0,case1_name_only,county,True,inferred_from_base_schema,HistoricalStructure,County,indicates that a historical structure is situated within a county
iter0,case1_name_only,created,True,inferred_from_base_schema,Author,Book,represents the relationship where an author produces a literary work
iter0,case1_name_only,creator,True,inferred_from_base_schema,TVShow,Creator,represents the relationship where a TV show is created by a specific creator
iter0,case1_name_only,crew,True,inferred_from_base_schema,HistoricalFigure,SpaceMission,indicates that a historical figure was a member of a specific space mission
iter0,case1_name_only,currency,False,inferred_from_base_schema,GeopoliticalEntity,MonetaryUnit,indicates that a country uses a specific currency for transactions
iter0,case1_name_only,currentClub,False,inferred_from_base_schema,Athlete,SportsTeam,represents the relationship where an athlete is currently associated with a sports team
iter0,case1_name_only,currentDirector,True,inferred_from_base_schema,EducationalInstitution,Educator,indicates that an educational institution has a current director who is an educator
iter0,case1_name_only,currentLeader,True,inferred_from_base_schema,Nation,Politician,represents the relationship where a nation is led by a political leader
iter0,case1_name_only,currentLocation,True,inferred_from_base_schema,Company,Country,indicates that a company is headquartered in a specific country
iter0,case1_name_only,currentPosition,True,inferred_from_base_schema,Politician,PoliticalOffice,represents the relationship where a politician holds a current political office position
iter0,case1_name_only,currentSenator,True,inferred_from_base_schema,State,Politician,represents the relationship where a state is governed by a current senator
iter0,case1_name_only,currentTeam,False,inferred_from_base_schema,Player,Team,represents the relationship where a player is currently associated with a specific team
iter0,case1_name_only,currentTenants,True,inferred_from_base_schema,ArchitecturalStructure,EducationalInstitution,indicates that an architectural structure is currently occupied by an educational institution
iter0,case1_name_only,currentlyPlaysFor,True,inferred_from_base_schema,Athlete,SportsTeam,indicates that an athlete is currently affiliated with a sports team
iter0,case1_name_only,dateOfBirth,False,inferred_from_base_schema,Individual,BirthDate,indicates that an individual has a specific birth date
iter0,case1_name_only,dateOfDeath,False,inferred_from_base_schema,HistoricalFigure,Thing,indicates that a historical figure has an unknown death date
iter0,case1_name_only,dateOfRetirement,True,inferred_from_base_schema,HistoricalFigure,RetirementDate,indicates that a historical figure retired on a specific date
iter0,case1_name_only,dateOfRole,True,inferred_from_base_schema,HistoricalFigure,HistoricalYear,indicates that a historical figure held a role in a specific year
iter0,case1_name_only,deathDate,False,inferred_from_base_schema,Individual,DeathDate,indicates that an individual has a specific death date
iter0,case1_name_only,deathPlace,False,inferred_from_base_schema,Politician,Nation,indicates that a politician died in a specific nation
iter0,case1_name_only,debutTeam,False,inferred_from_base_schema,Player,Team,indicates that a player made their initial appearance for a specific team
iter0,case1_name_only,degree,False,inferred_from_base_schema,HistoricalFigure,Degree,indicates that a historical figure earned a formal academic qualification
iter0,case1_name_only,designatedAs,True,inferred_from_base_schema,EducationalInstitution,CampusDesignation,represents the relationship where an educational institution is given a specific designation or classification
iter0,case1_name_only,designatedTechnicalCampusStatusTo,True,inferred_from_base_schema,Council,Institute,indicates that a council formally recognizes a technical education institution as a campus
iter0,case1_name_only,designed,True,inferred_from_base_schema,Professional,Structure,indicates that a professional architect created the design for a constructed facility
iter0,case1_name_only,diedDateTime,True,inferred_from_base_schema,Individual,DateTime,indicates that an individual died on a specific date and time
iter0,case1_name_only,diedIn,True,inferred_from_base_schema,Individual,Country,indicates that an individual dies in a specific country
iter0,case1_name_only,diedOn,True,inferred_from_base_schema,Individual,DeathDate,indicates that an individual passed away on a specific date
iter0,case1_name_only,directedBy,True,inferred_from_base_schema,EducationalInstitution,Educator,indicates that an educational institution is led by an educator
iter0,case1_name_only,direction,True,inferred_from_base_schema,AdministrativeDivision,GeographicalDirection,indicates that a territorial division is geographically positioned relative to another
iter0,case1_name_only,director,True,inferred_from_base_schema,EducationalInstitution,Educator,represents the relationship where an educational institution is led by an educator
iter0,case1_name_only,discovered,False,inferred_from_base_schema,Astronomer,AstronomicalBody,indicates that an astronomer identifies a celestial body
iter0,case1_name_only,discoveredAsteroid,True,inferred_from_base_schema,Astronomer,AstronomicalBody,indicates that an astronomer identifies a new celestial body
iter0,case1_name_only,discoveredBy,False,inferred_from_base_schema,Asteroid,Astronomer,indicates that an asteroid is identified by an astronomer
iter0,case1_name_only,discoveryDate,False,inferred_from_base_schema,Asteroid,Date,indicates that an asteroids discovery is recorded with a specific date
iter0,case1_name_only,doctoralStudents,False,inferred_from_base_schema,University,DoctoralStudentsCount,indicates that a university has a specific number of doctoral students enrolled
iter0,case1_name_only,draftPick,False,inferred_from_base_schema,Athlete,DraftPick,indicates that an athlete is selected as a draft pick
iter0,case1_name_only,draftPickNumber,True,inferred_from_base_schema,Athlete,DraftPickNumber,indicates that an athlete is assigned a draft pick number
iter0,case1_name_only,earnings,True,inferred_from_base_schema,Company,Earnings,indicates that a company generates financial income over a year
iter0,case1_name_only,eat,True,inferred_from_base_schema,Dessert,Type,indicates that a dessert is consumed as a type of food
iter0,case1_name_only,educatedAt,True,inferred_from_base_schema,FootballClub,Athlete,indicates that a football club has an athlete as a former member
iter0,case1_name_only,educates,True,inferred_from_base_schema,University,StudentPopulation,indicates that a university enrolls a total number of students
iter0,case1_name_only,education,True,inferred_from_base_schema,HistoricalFigure,Degree,indicates that a historical figure has earned a formal academic degree
iter0,case1_name_only,elevationAboveSeaLevel,False,inferred_from_base_schema,City,ElevationAboveSeaLevel,indicates that a city has a specific elevation above sea level
iter0,case1_name_only,engineType,True,inferred_from_base_schema,,,
iter0,case1_name_only,enrollment,True,inferred_from_base_schema,University,StudentCount,represents the relationship where a university has a specific number of students enrolled
iter0,case1_name_only,epoch,False,inferred_from_base_schema,Asteroid,Time,represents the relationship where an asteroid reaches a specific epoch in its orbit
iter0,case1_name_only,epochDate,True,inferred_from_base_schema,CelestialBody,Date,indicates that a celestial body has a specific reference date
iter0,case1_name_only,erectedIn,False,inferred_from_base_schema,Monument,State,indicates that a monument is erected in a specific state
iter0,case1_name_only,established,True,inferred_from_base_schema,HistoricalMonument,TimePeriod,indicates that a historical monument is founded in a specific year
iter0,case1_name_only,establishedIn,False,inferred_from_base_schema,Monument,Year,indicates that a monument is created in a specific year
iter0,case1_name_only,establishmentYear,True,inferred_from_base_schema,Monument,Year,indicates that a monument was established in a specific year
iter0,case1_name_only,ethnicGroup,False,inferred_from_base_schema,Country,Group,represents the relationship where a country has a specific ethnic group
iter0,case1_name_only,ethnonym,False,inferred_from_base_schema,Nation,EthnicGroup,represents the relationship where a nation has an ethnonym
iter0,case1_name_only,extinctionDate,False,inferred_from_base_schema,AutomobileBrand,Year,represents the relationship where an automobile brand ceased operations on a specific year
iter0,case1_name_only,firstAired,True,inferred_from_base_schema,TVShow,EventDate,indicates that a TV show marks its premiere on a specific date
iter0,case1_name_only,firstAiredBy,True,inferred_from_base_schema,TelevisionShow,BroadcastingCompany,indicates that a television show is broadcasted by a specific broadcasting company
iter0,case1_name_only,firstAiredOn,True,inferred_from_base_schema,Program,EventDate,indicates that a program was first broadcasted on a specific date
iter0,case1_name_only,firstAppearance,False,inferred_from_base_schema,Film,AnimatedCharacter,represents the relationship where a film features its initial appearance of an animated character
iter0,case1_name_only,firstAppearedAsFilmCharacterIn,True,inferred_from_base_schema,FilmCharacter,Film,represents the relationship where a characters first appearance in a film is specified
iter0,case1_name_only,firstAppearedIn,True,inferred_from_base_schema,AnimatedCharacter,Film,represents the relationship where an animated characters debut is in a movie
iter0,case1_name_only,firstProducedIn,True,inferred_from_base_schema,Automobile,Year,indicates that an automobile was first manufactured in a specific year
iter0,case1_name_only,firstProducedOn,True,inferred_from_base_schema,Vehicle,Year,represents the relationship where a vehicle was first manufactured in a specific year
iter0,case1_name_only,followedBy,False,inferred_from_base_schema,Book,Book,indicates that one book series continues another in a narrative sequence
iter0,case1_name_only,follows,True,inferred_from_base_schema,Book,Book,indicates that one book comes after another in a series
iter0,case1_name_only,foodServedAsDessert,True,inferred_from_base_schema,Nation,Dessert,indicates that a nation serves a specific dessert as a dessert
iter0,case1_name_only,formerClub,True,inferred_from_base_schema,Player,FootballClub,represents the relationship where a player was previously affiliated with a football club
iter0,case1_name_only,formerTeam,True,inferred_from_base_schema,Player,Team,represents the relationship where a player was formerly part of a team
iter0,case1_name_only,formerlyPlayedFor,True,inferred_from_base_schema,Athlete,SportsTeam,indicates that an athlete previously played for a sports team
iter0,case1_name_only,foundIn,True,inferred_from_base_schema,DessertFood,Country,represents the relationship where a dessert food item is located within a specific country
iter0,case1_name_only,founded,False,inferred_from_base_schema,Company,Date,indicates that a company was established on a specific date
iter0,case1_name_only,foundedBy,True,inferred_from_base_schema,Company,Founder,represents the relationship where a company is initiated by a person
iter0,case1_name_only,founder,False,inferred_from_base_schema,Company,Founder,represents the relationship where a company is initiated and managed by a founder
iter0,case1_name_only,founding,True,inferred_from_base_schema,City,HistoricalFigure,represents the relationship where a city is founded by a historical figure
iter0,case1_name_only,foundingDate,False,inferred_from_base_schema,PharmaceuticalCompany,FoundingDate,indicates that a pharmaceutical company was established on a specific founding date
iter0,case1_name_only,foundingEntity,True,inferred_from_base_schema,BroadcastingCompany,FoundingEntity,represents the relationship where a broadcasting company is established by a founding entity
iter0,case1_name_only,foundingFather,True,inferred_from_base_schema,BroadcastingCompany,FoundingFather,represents the relationship where a broadcasting company was established by a founding father
iter0,case1_name_only,foundingPerson,True,inferred_from_base_schema,Company,Founder,indicates that a company was founded by a specific person
iter0,case1_name_only,foundingPlace,True,inferred_from_base_schema,Company,City,indicates that a company was founded in a specific city
iter0,case1_name_only,foundingYear,False,inferred_from_base_schema,Aerodrome,Year,indicates that an aerodrome was founded in a specific year
iter0,case1_name_only,from,True,inferred_from_base_schema,Musician,Thing,indicates that a musician is associated with a specific geographic entity
iter0,case1_name_only,fullAddress,True,inferred_from_base_schema,Institute,Address,indicates that an institute has a specific full physical address
iter0,case1_name_only,fullName,False,inferred_from_base_schema,State,Name,indicates that a state has a formal name
iter0,case1_name_only,full_name,False,inferred_from_base_schema,SportsTeam,SportsTeam,indicates that a sports team has a formal name
iter0,case1_name_only,gaveStatusBy,True,inferred_from_base_schema,EducationalInstitution,EducationalAuthority,indicates that an educational institution is granted a status by an educational authority
iter0,case1_name_only,gaveTechnicalCampusStatusTo,True,inferred_from_base_schema,Council,Institute,indicates that a council grants a specific status to a technical education institution
iter0,case1_name_only,genre,False,inferred_from_base_schema,TV_series,Series,indicates that a TV series belongs to a specific series category
iter0,case1_name_only,giverOfStatus,True,inferred_from_base_schema,EducationalInstitution,GovernmentAgency,indicates that a government agency grants a designation or accreditation to an educational institution
iter0,case1_name_only,governingBody,True,inferred_from_base_schema,City,Position,indicates that a city is governed by a specific leadership position
iter0,case1_name_only,governmentForm,True,inferred_from_base_schema,StateFormOfGovernment,UnitaryState,indicates that a state form of government is characterized by a centralized system of governance
iter0,case1_name_only,governmentType,False,inferred_from_base_schema,,,
iter0,case1_name_only,governor,True,inferred_from_base_schema,City,GovernmentBody,indicates that a city is governed by a government body
iter0,case1_name_only,graduatedFrom,True,inferred_from_base_schema,Historian,Institution,indicates that a historian received their education from an academic institution
iter0,case1_name_only,graduatedIn,True,inferred_from_base_schema,HistoricalFigure,Year,indicates that a historical figure graduated in a specific year
iter0,case1_name_only,graduationYear,True,inferred_from_base_schema,HistoricalFigure,GraduationYear,indicates that a historical figure completed an educational program in a specific year
iter0,case1_name_only,ground,False,inferred_from_base_schema,Stadium,SportsTeam,indicates that a stadium hosts a sports team
iter0,case1_name_only,grounds,True,inferred_from_base_schema,SportsTeam,Stadium,indicates that a sports team has a specific ground or stadium
iter0,case1_name_only,hadCampusIn,True,inferred_from_base_schema,University,City,indicates that a university had its campus within a specific city
iter0,case1_name_only,has,True,inferred_from_base_schema,AdministrativeDivision,AdministrativeDivision,indicates that a territorial division contains another territorial division
iter0,case1_name_only,hasBird,True,inferred_from_base_schema,State,Species,represents the relationship where a state is associated with a specific bird species
iter0,case1_name_only,hasCylinderCount,True,inferred_from_base_schema,Locomotive,CylinderCount,indicates that a locomotive has a specific number of cylinders
iter0,case1_name_only,hasDessert,True,inferred_from_base_schema,City,SweetDish,indicates that a city has a specific dessert dish
iter0,case1_name_only,hasDoctoralStudents,True,inferred_from_base_schema,University,DoctoralStudents,indicates that a university enrolls a specific number of doctoral students
iter0,case1_name_only,hasEngine,True,inferred_from_base_schema,Locomotive,Engine,indicates that a locomotive is equipped with a specific type of engine
iter0,case1_name_only,hasFood,True,inferred_from_base_schema,Nation,Dessert,indicates that a nation includes a specific type of food in its culinary offerings
iter0,case1_name_only,hasIngredient,True,inferred_from_base_schema,Dessert,Ingredient,indicates that a dessert contains a specific ingredient
iter0,case1_name_only,hasItem,True,inferred_from_base_schema,UrbanCenter,SweetFood,represents the relationship where an urban center has another specific type of sweet food item
iter0,case1_name_only,hasMember,True,inferred_from_base_schema,Band,Musician,represents the relationship where a band comprises a musician
iter0,case1_name_only,hasNativeBird,True,inferred_from_base_schema,State,Bird,represents the relationship where a state is home to a specific native bird species
iter0,case1_name_only,hasOfficial,True,inferred_from_base_schema,State,Official,represents the relationship where a state appoints an official to lead its administration
iter0,case1_name_only,hasPart,True,inferred_from_base_schema,GeographicArea,GeographicArea,represents the relationship where one geographic area contains another
iter0,case1_name_only,hasPopulationDensity,True,inferred_from_base_schema,Country,PopulationDensity,represents the relationship where a country has a specific population density
iter0,case1_name_only,hasProperty,True,inferred_from_base_schema,City,Monument,indicates that a city has a specific historical or commemorative monument
iter0,case1_name_only,hasSenator,False,inferred_from_base_schema,State,Politician,represents the relationship where a state has a senator
iter0,case1_name_only,hasSubsidiary,True,inferred_from_base_schema,Company,Subsidiary,represents the relationship where a company maintains a subsidiary organization
iter0,case1_name_only,hasTeam,True,inferred_from_base_schema,ProfessionalLeague,SportsClub,represents the relationship where a professional league has a team belonging to a sports club
iter0,case1_name_only,hasVariation,True,inferred_from_base_schema,Dessert,Dessert,indicates that a dessert has a variation of another dessert
iter0,case1_name_only,headquarteredIn,True,inferred_from_base_schema,University,City,indicates that a university is geographically located within a specific city
iter0,case1_name_only,headquarters,True,inferred_from_base_schema,TelevisionNetwork,Headquarters,indicates that a television network has its administrative center in a specific building
iter0,case1_name_only,headquartersLocation,True,inferred_from_base_schema,AirlineCompany,City,indicates that an airline company has its headquarters in a city
iter0,case1_name_only,height,False,inferred_from_base_schema,Athlete,Height,indicates that an athlete has a specific height measurement
iter0,case1_name_only,heldOfficeWhile,True,inferred_from_base_schema,Politician,Politician,indicates that a politician held office during the tenure of another politician
iter0,case1_name_only,homeGround,False,inferred_from_base_schema,SportsTeam,Stadium,indicates that a sports team has a designated home ground venue
iter0,case1_name_only,icaoIdentifier,True,inferred_from_base_schema,Aerodrome,ICAOIdentifier,indicates that an aerodrome is assigned a unique ICAO identifier
iter0,case1_name_only,icaoLocationIdentifier,False,inferred_from_base_schema,Aerodrome,ICAOIdentifier,represents the relationship where an aerodrome is assigned a unique ICAO identifier
iter0,case1_name_only,inBand,True,inferred_from_base_schema,Musician,Band,represents the relationship where a musician is part of a musical group
iter0,case1_name_only,inOfficeWith,False,inferred_from_base_schema,Politician,Politician,indicates that two politicians held office simultaneously
iter0,case1_name_only,industry,False,inferred_from_base_schema,Company,BuildingMaterials,represents the relationship where a company operates within a specific industry category
iter0,case1_name_only,ingredient,False,inferred_from_base_schema,MexicanDessert,DairyProduct,indicates that a Mexican dessert contains a dairy-based ingredient
iter0,case1_name_only,ingredients,True,inferred_from_base_schema,DessertFood,FoodIngredients,indicates that a dessert food is composed of specific ingredients
iter0,case1_name_only,inhabitant,True,inferred_from_base_schema,GeopoliticalEntity,HumanPopulation,represents the relationship where a country is populated by its inhabitants
iter0,case1_name_only,inhabitants,False,inferred_from_base_schema,Country,Population,indicates that a country is inhabited by a population
iter0,case1_name_only,inhabitedBy,False,inferred_from_base_schema,Mexico,HumanPopulation,represents the relationship where the inhabitants of Mexico are the Mexicans
iter0,case1_name_only,inhabits,False,inferred_from_base_schema,State,Bird,represents the relationship where a state is home to a specific bird species
iter0,case1_name_only,is,True,inferred_from_base_schema,Thing,Thing,represents the relationship where an entity belongs to a specific category
iter0,case1_name_only,isA,True,inferred_from_base_schema,,,
iter0,case1_name_only,isAffiliatedTo,True,inferred_from_base_schema,,,
iter0,case1_name_only,isAffiliatedWith,True,inferred_from_base_schema,,,
iter0,case1_name_only,isAnEthnicGroup,True,inferred_from_base_schema,,,
iter0,case1_name_only,isAssociatedWith,True,inferred_from_base_schema,,,
iter0,case1_name_only,isBasedAt,True,inferred_from_base_schema,BroadcastingCompany,Building,indicates that a broadcasting company operates from a physical workplace
iter0,case1_name_only,isBasedIn,True,inferred_from_base_schema,Airport,City,indicates that an airport is geographically located within a city
iter0,case1_name_only,isCapitalOf,True,inferred_from_base_schema,Country,Country,represents the relationship where a country is the capital of itself
iter0,case1_name_only,isCategorizedAs,True,inferred_from_base_schema,HistoricalMonument,HistoricProperty,indicates that a historical monument is classified as a significant property
iter0,case1_name_only,isCategory,True,inferred_from_base_schema,,,
iter0,case1_name_only,isChampion,True,inferred_from_base_schema,SportsClub,BooleanValue,indicates that a sports club is the champion of a league
iter0,case1_name_only,isChiefOf,True,inferred_from_base_schema,HistoricalFigure,AerospaceAgency,indicates that a historical figure leads an aerospace agency
iter0,case1_name_only,isContributing_Property,True,inferred_from_base_schema,HistoricalMonument,TrueValue,represents the relationship where a historical monument is considered significant or contributing to a site
